date	close
2016-1-22	107.160004
2016-1-19	104.57
2016-1-18	103.470001
2016-1-17	105.199997
2016-1-16	101.610001
2016-1-12	102.010002
2016-1-11	101.910004
2016-1-10	101
2016-1-9	99.540001
2016-1-8	99.75
2016-1-5	104.07
2016-1-4	110.489998
2016-1-3	112.690002
2016-1-2	114.610001
2016-1-1	115.089996
